2014-01-01	14
2014-01-02	35
2014-01-03	33
2014-01-06	49
2014-01-07	65
2014-01-08	72
2014-01-09	72
2014-01-10	68
2014-01-13	53
2014-01-14	66
2014-01-15	70
2014-01-16	73
2014-01-17	76
2014-01-20	56
2014-01-21	65
2014-01-22	73
2014-01-23	88
2014-01-24	74
2014-01-27	72
2014-01-28	75
2014-01-29	78
2014-01-30	83
2014-01-31	81
2014-02-03	78
2014-02-04	81
2014-02-05	80
2014-02-06	84
2014-02-07	81
2014-02-10	78
2014-02-11	81
2014-02-12	82
2014-02-13	77
2014-02-14	66
2014-02-17	63
2014-02-18	65
2014-02-19	72
2014-02-20	66
2014-02-21	75
2014-02-24	75
2014-02-25	74
2014-02-26	75
2014-02-27	69
2014-02-28	78
2014-03-03	69
2014-03-04	74
2014-03-05	62
2014-03-06	71
2014-03-07	58
2014-03-10	57
2014-03-11	68
2014-03-12	76
2014-03-13	72
2014-03-14	58
2014-03-17	63
2014-03-18	66
2014-03-19	75
2014-03-20	71
2014-03-21	76
2014-03-24	70
2014-03-25	68
2014-03-26	71
2014-03-27	70
2014-03-28	67
2014-03-31	79
2014-04-01	81
2014-04-02	80
2014-04-03	81
2014-04-04	78
2014-04-07	86
2014-04-08	76
2014-04-09	85
2014-04-10	85
2014-04-11	80
2014-04-15	80
2014-04-16	74
2014-04-17	75
2014-04-18	81
2014-04-21	64
2014-04-22	68
2014-04-23	72
2014-04-24	68
2014-04-25	59
2014-04-28	69
2014-04-29	73
2014-04-30	70
2014-05-01	71
2014-05-02	79
2014-05-05	77
2014-05-06	91
2014-05-07	79
2014-05-08	75
2014-05-09	68
2014-05-12	63
2014-05-13	66
2014-05-14	70
2014-05-15	58
2014-05-16	61
2014-05-19	68
2014-05-20	67
2014-05-21	81
2014-05-22	79
2014-05-23	69
2014-05-26	44
2014-05-27	69
2014-05-28	79
2014-05-29	91
2014-05-30	77
2014-06-02	76
2014-06-03	87
2014-06-04	88
2014-06-05	79
2014-06-06	81
2014-06-09	78
2014-06-10	77
2014-06-11	78
2014-06-12	78
2014-06-13	76
2014-06-16	68
2014-06-17	77
2014-06-18	80
2014-06-19	76
2014-06-20	76
2014-06-23	81
2014-06-24	83
2014-06-25	85
2014-06-26	78
2014-06-27	67
2014-06-30	85
2014-07-01	89
2014-07-02	89
2014-07-03	85
2014-07-04	45
2014-07-07	85
2014-07-08	91
2014-07-09	90
2014-07-10	90
2014-07-11	74
2014-07-14	78
2014-07-15	83
2014-07-16	81
2014-07-17	93
2014-07-18	79
2014-07-21	91
2014-07-22	87
2014-07-23	91
2014-07-24	101
2014-07-25	82
2014-07-28	85
2014-07-29	91
2014-07-30	89
2014-07-31	76
2014-08-01	82
2014-08-04	91
2014-08-05	94
2014-08-06	80
2014-08-07	89
2014-08-08	72
2014-08-11	92
2014-08-12	63
2014-08-13	72
2014-08-14	65
2014-08-15	56
2014-08-18	63
2014-08-19	72
2014-08-20	73
2014-08-21	67
2014-08-22	60
2014-08-25	38
2014-08-26	49
2014-08-27	61
2014-08-28	61
2014-08-29	48
2014-09-01	39
2014-09-02	61
2014-09-03	71
2014-09-04	55
2014-09-05	61
2014-09-08	67
2014-09-09	73
2014-09-10	89
2014-09-11	82
2014-09-12	63
2014-09-15	70
2014-09-16	80
2014-09-17	81
2014-09-18	65
2014-09-19	71
2014-09-22	61
2014-09-23	76
2014-09-24	73
2014-09-25	74
2014-09-26	73
2014-09-29	66
2014-09-30	77
2014-10-01	82
2014-10-02	73
2014-10-03	75
2014-10-06	79
2014-10-07	91
2014-10-08	94
2014-10-09	76
2014-10-10	73
2014-10-13	54
2014-10-14	73
2014-10-15	92
2014-10-16	82
2014-10-17	88
2014-10-20	90
2014-10-21	84
2014-10-22	95
2014-10-23	95
2014-10-24	91
2014-10-27	82
2014-10-28	86
