2011-11-15	10000
2011-11-16	10000
2011-11-17	10000
2011-11-18	10000
2011-11-21	5
2011-11-22	10000
2011-11-23	10000
2011-11-24	3
2011-11-25	2
2011-11-28	10000
2011-11-29	10000
2011-11-30	4
2011-12-01	5
2011-12-02	10000
2011-12-05	10000
2011-12-06	4
2011-12-07	7
2011-12-08	5
2011-12-09	7
2011-12-12	5
2011-12-13	9
2011-12-14	10000
2011-12-15	10000
2011-12-16	10000
2011-12-19	0
2011-12-20	10000
2011-12-21	10000
2011-12-22	10000
2011-12-23	10000
2011-12-26	10000
2011-12-27	10000
2011-12-28	10000
2011-12-29	10000
2011-12-30	10000
2012-01-02	10000
2012-01-03	10000
2012-01-04	10000
2012-01-05	7
2012-01-06	10000
2012-01-09	10000
2012-01-10	7
2012-01-11	7
2012-01-12	10
2012-01-13	7
2012-01-16	4
2012-01-17	11
2012-01-18	9
2012-01-19	10000
2012-01-20	10000
2012-01-23	10000
2012-01-24	7
2012-01-25	8
2012-01-26	6
2012-01-27	7
2012-01-30	7
2012-01-31	8
2012-02-01	10000
2012-02-02	10000
2012-02-03	10000
2012-02-06	10000
2012-02-07	10000
2012-02-08	10000
2012-02-09	11
2012-02-10	10
2012-02-13	10000
2012-02-14	9
2012-02-15	8
2012-02-16	9
2012-02-17	10000
2012-02-20	8
2012-02-21	10000
2012-02-22	10000
2012-02-23	10000
2012-02-24	10000
2012-02-27	7
2012-02-28	10000
2012-02-29	10000
2012-03-01	9
2012-03-02	12
2012-03-05	12
2012-03-06	13
2012-03-07	14
2012-03-08	11
2012-03-09	16
2012-03-12	12
2012-03-13	15
2012-03-14	13
2012-03-15	16
2012-03-16	15
2012-03-19	13
2012-03-20	12
2012-03-21	12
2012-03-22	13
2012-03-23	13
2012-03-26	12
2012-03-27	13
2012-03-28	11
2012-03-29	14
2012-03-30	16
2012-04-02	14
2012-04-03	15
2012-04-04	16
2012-04-05	17
2012-04-06	16
2012-04-09	20
2012-04-10	16
2012-04-11	22
2012-04-12	21
2012-04-13	20
2012-04-16	18
2012-04-17	16
2012-04-18	24
2012-04-19	17
2012-04-20	18
2012-04-23	21
2012-04-24	22
2012-04-25	21
2012-04-26	18
2012-04-27	21
2012-04-30	20
2012-05-01	22
2012-05-02	21
2012-05-03	17
2012-05-04	21
2012-05-07	21
2012-05-08	18
2012-05-09	23
2012-05-10	20
2012-05-11	22
2012-05-14	19
2012-05-15	23
2012-05-16	22
2012-05-17	20
2012-05-18	24
2012-05-21	21
2012-05-22	22
2012-05-23	26
2012-05-24	27
2012-05-25	25
2012-05-28	13
2012-05-29	22
2012-05-30	24
2012-05-31	24
2012-06-01	24
2012-06-04	14
2012-06-05	18
2012-06-06	19
2012-06-07	15
2012-06-08	15
2012-06-11	25
2012-06-12	24
2012-06-13	19
2012-06-14	18
2012-06-15	22
2012-06-18	24
2012-06-19	23
2012-06-20	24
2012-06-21	25
2012-06-22	23
2012-06-25	23
2012-06-26	26
2012-06-27	27
2012-06-28	25
2012-06-29	22
2012-07-02	19
2012-07-03	23
2012-07-04	15
2012-07-05	25
2012-07-06	24
2012-07-09	24
2012-07-10	24
2012-07-11	22
2012-07-12	22
