2012-01-02	10000
2012-01-03	10000
2012-01-04	10000
2012-01-05	7
2012-01-06	10000
2012-01-09	10000
2012-01-10	7
2012-01-11	7
2012-01-12	10
2012-01-13	7
2012-01-16	4
2012-01-17	11
2012-01-18	9
2012-01-19	10000
2012-01-20	10000
2012-01-23	10000
2012-01-24	7
2012-01-25	8
2012-01-26	6
2012-01-27	7
2012-01-30	7
2012-01-31	8
2012-02-01	10000
2012-02-02	10000
2012-02-03	10000
2012-02-06	10000
2012-02-07	10000
2012-02-08	10000
2012-02-09	11
2012-02-10	10
2012-02-13	10000
2012-02-14	9
2012-02-15	8
2012-02-16	9
2012-02-17	10000
2012-02-20	8
2012-02-21	10000
2012-02-22	10000
2012-02-23	10000
2012-02-24	10000
2012-02-27	7
2012-02-28	10000
2012-02-29	10000
2012-03-01	9
2012-03-02	12
2012-03-05	12
2012-03-06	13
2012-03-07	14
2012-03-08	11
2012-03-09	16
2012-03-12	12
2012-03-13	15
2012-03-14	13
2012-03-15	16
2012-03-16	15
2012-03-19	13
2012-03-20	12
2012-03-21	12
2012-03-22	13
2012-03-23	13
2012-03-26	12
2012-03-27	13
2012-03-28	11
2012-03-29	14
2012-03-30	16
2012-04-02	14
2012-04-03	15
2012-04-04	16
2012-04-05	17
2012-04-06	16
2012-04-09	20
2012-04-10	16
2012-04-11	22
2012-04-12	21
2012-04-13	20
2012-04-16	18
2012-04-17	16
2012-04-18	24
2012-04-19	17
2012-04-20	18
2012-04-23	21
2012-04-24	22
2012-04-25	21
2012-04-26	18
2012-04-27	21
2012-04-30	20
2012-05-01	22
2012-05-02	21
2012-05-03	17
2012-05-04	21
2012-05-07	21
2012-05-08	18
2012-05-09	23
2012-05-10	20
2012-05-11	22
2012-05-14	19
2012-05-15	23
2012-05-16	22
2012-05-17	20
2012-05-18	24
2012-05-21	21
2012-05-22	22
2012-05-23	26
2012-05-24	27
2012-05-25	25
2012-05-28	13
2012-05-29	22
2012-05-30	24
2012-05-31	24
2012-06-01	24
2012-06-04	14
2012-06-05	18
2012-06-06	19
2012-06-07	15
2012-06-08	15
2012-06-11	25
2012-06-12	24
2012-06-13	19
2012-06-14	18
2012-06-15	22
2012-06-18	24
2012-06-19	23
2012-06-20	24
2012-06-21	25
2012-06-22	23
2012-06-25	23
2012-06-26	26
2012-06-27	27
2012-06-28	25
2012-06-29	22
2012-07-02	19
2012-07-03	23
2012-07-04	15
2012-07-05	25
2012-07-06	24
2012-07-09	24
2012-07-10	24
2012-07-11	22
2012-07-12	22
2012-07-13	20
2012-07-16	21
2012-07-17	31
2012-07-18	28
2012-07-19	30
2012-07-20	29
2012-07-23	28
2012-07-24	33
2012-07-25	29
2012-07-26	38
2012-07-27	24
2012-07-30	32
2012-07-31	24
2012-08-01	29
2012-08-02	29
2012-08-03	28
2012-08-06	23
2012-08-07	24
2012-08-08	24
2012-08-09	27
2012-08-10	26
2012-08-13	21
2012-08-14	24
2012-08-15	24
2012-08-16	25
2012-08-17	27
2012-08-20	26
2012-08-21	28
2012-08-22	24
2012-08-23	26
2012-08-24	18
2012-08-27	26
2012-08-28	25
2012-08-29	27
2012-08-30	22
2012-08-31	27
2012-09-03	15
2012-09-04	23
2012-09-05	21
2012-09-06	19
2012-09-07	23
2012-09-10	21
2012-09-11	23
2012-09-12	28
2012-09-13	25
2012-09-14	26
2012-09-17	28
2012-09-18	29
2012-09-19	31
2012-09-20	27
2012-09-21	25
2012-09-24	30
2012-09-25	22
2012-09-26	22
2012-09-27	66
2012-09-28	23
2012-10-01	22
2012-10-02	29
2012-10-03	24
2012-10-04	24
2012-10-05	28
2012-10-08	19
2012-10-09	24
2012-10-10	28
2012-10-11	28
2012-10-12	24
2012-10-15	28
2012-10-16	27
2012-10-17	31
2012-10-18	32
2012-10-19	58
2012-10-22	29
2012-10-23	30
2012-10-24	66
2012-10-25	26
2012-10-26	27
2012-10-29	20
2012-10-30	28
2012-10-31	39
2012-11-01	33
2012-11-02	30
2012-11-05	32
2012-11-06	48
2012-11-07	48
2012-11-08	33
2012-11-09	65
2012-11-12	25
2012-11-13	50
2012-11-14	55
2012-11-15	28
2012-11-16	32
2012-11-19	25
2012-11-20	30
2012-11-21	20
2012-11-22	11
2012-11-23	11
2012-11-26	33
2012-11-27	33
2012-11-28	34
2012-11-29	40
2012-11-30	35
2012-12-03	35
2012-12-04	37
2012-12-05	44
2012-12-06	37
2012-12-07	34
2012-12-10	30
2012-12-11	43
2012-12-12	36
2012-12-13	49
2012-12-14	34
2012-12-17	33
2012-12-18	71
2012-12-19	27
2012-12-20	32
2012-12-21	30
2012-12-24	8
2012-12-25	6
2012-12-26	12
2012-12-27	12
2012-12-28	12
2012-12-31	10000
