2011-11-15	10000
2011-11-16	10000
2011-11-17	10000
2011-11-18	10000
2011-11-21	5
2011-11-22	10000
2011-11-23	10000
2011-11-24	3
2011-11-25	2
2011-11-28	10000
2011-11-29	10000
2011-11-30	4
2011-12-01	5
2011-12-02	10000
2011-12-05	10000
2011-12-06	4
2011-12-07	7
2011-12-08	5
2011-12-09	7
2011-12-12	5
2011-12-13	9
2011-12-14	10000
2011-12-15	10000
2011-12-16	10000
2011-12-19	0
2011-12-20	10000
2011-12-21	10000
2011-12-22	10000
2011-12-23	10000
2011-12-26	10000
2011-12-27	10000
2011-12-28	10000
2011-12-29	10000
2011-12-30	10000
