2013-01-01	10000
2013-01-02	17
2013-01-03	25
2013-01-04	26
2013-01-07	29
2013-01-08	37
2013-01-09	38
2013-01-10	33
2013-01-11	35
2013-01-14	42
2013-01-15	41
2013-01-16	43
2013-01-17	34
2013-01-18	31
2013-01-21	30
2013-01-22	91
2013-01-23	40
2013-01-24	30
2013-01-25	35
2013-01-28	42
2013-01-29	36
2013-01-30	34
2013-01-31	38
2013-02-01	33
2013-02-04	43
2013-02-05	42
2013-02-06	37
2013-02-07	45
2013-02-08	24
2013-02-11	39
2013-02-12	41
2013-02-13	34
2013-02-14	43
2013-02-15	38
2013-02-18	29
2013-02-19	37
2013-02-20	47
2013-02-21	42
2013-02-22	38
2013-02-25	36
2013-02-26	43
2013-02-27	38
2013-02-28	45
2013-03-01	36
2013-03-04	41
2013-03-05	44
2013-03-06	35
2013-03-07	50
2013-03-08	46
2013-03-11	63
2013-03-12	57
2013-03-13	50
2013-03-14	50
2013-03-15	41
2013-03-18	36
2013-03-19	50
2013-03-20	50
2013-03-21	41
2013-03-22	40
2013-03-25	47
2013-03-26	51
2013-03-27	44
2013-03-28	47
2013-03-29	35
2013-04-01	44
2013-04-02	36
2013-04-03	52
2013-04-04	45
2013-04-05	57
2013-04-08	52
2013-04-09	49
2013-04-10	43
2013-04-11	50
2013-04-12	43
2013-04-15	35
2013-04-16	41
2013-04-17	46
2013-04-18	45
2013-04-19	23
2013-04-22	54
2013-04-23	50
2013-04-24	52
2013-04-25	42
2013-04-26	42
2013-04-29	40
2013-04-30	45
2013-05-01	44
2013-05-02	46
2013-05-03	50
2013-05-06	48
2013-05-07	55
2013-05-08	43
2013-05-09	40
2013-05-10	45
2013-05-13	47
2013-05-14	50
2013-05-15	53
2013-05-16	41
2013-05-17	42
2013-05-20	62
2013-05-21	59
2013-05-22	60
2013-05-23	68
2013-05-24	59
2013-05-27	35
2013-05-28	51
2013-05-29	52
2013-05-30	50
2013-05-31	50
2013-06-03	53
2013-06-04	49
2013-06-05	49
2013-06-06	40
2013-06-07	34
2013-06-10	49
2013-06-11	52
2013-06-12	50
2013-06-13	47
2013-06-14	43
2013-06-17	50
2013-06-18	42
2013-06-19	47
2013-06-20	56
2013-06-21	51
2013-06-24	55
2013-06-25	56
2013-06-26	55
2013-06-27	61
2013-06-28	59
2013-07-01	49
2013-07-02	59
2013-07-03	63
2013-07-04	25
2013-07-05	51
2013-07-08	49
2013-07-09	57
2013-07-10	53
2013-07-11	47
2013-07-12	43
2013-07-15	57
2013-07-16	49
2013-07-17	49
2013-07-18	68
2013-07-19	56
2013-07-22	59
2013-07-23	57
2013-07-24	66
2013-07-25	58
2013-07-26	69
2013-07-29	60
2013-07-30	64
2013-07-31	52
2013-08-01	57
2013-08-02	49
2013-08-05	64
2013-08-06	55
2013-08-07	64
2013-08-08	49
2013-08-09	50
2013-08-12	54
2013-08-13	53
2013-08-14	54
2013-08-15	51
2013-08-16	40
2013-08-26	54
2013-08-27	56
2013-08-28	44
2013-08-29	49
2013-08-30	41
2013-09-02	30
2013-09-03	49
2013-09-04	43
2013-09-05	45
2013-09-06	49
2013-09-09	54
2013-09-10	54
2013-09-11	55
2013-09-12	51
2013-09-13	50
2013-09-16	51
2013-09-17	55
2013-09-18	57
2013-09-19	62
2013-09-20	55
2013-09-23	58
2013-09-24	56
2013-09-25	54
2013-09-26	62
2013-09-27	61
2013-09-30	53
2013-10-01	65
2013-10-02	68
2013-10-03	63
2013-10-04	67
2013-10-07	61
2013-10-08	60
2013-10-09	58
2013-10-10	62
2013-10-11	61
2013-10-14	47
2013-10-15	59
2013-10-16	53
2013-10-17	28
2013-10-21	59
2013-10-22	61
2013-10-23	54
2013-10-24	55
2013-10-25	57
2013-10-28	59
2013-10-29	66
2013-10-30	60
2013-10-31	66
2013-11-01	67
2013-11-04	67
2013-11-05	70
2013-11-06	73
2013-11-07	74
2013-11-08	66
2013-11-11	64
2013-11-12	68
2013-11-13	61
2013-11-14	59
2013-11-15	64
2013-11-18	72
2013-11-19	58
2013-11-20	44
2013-11-21	55
2013-11-22	68
2013-11-25	58
2013-11-26	50
2013-11-27	42
2013-11-28	20
2013-11-29	19
2013-12-02	47
2013-12-03	50
2013-12-04	56
2013-12-05	61
2013-12-06	52
2013-12-09	65
2013-12-10	56
2013-12-11	62
2013-12-12	57
2013-12-13	60
2013-12-16	58
2013-12-17	57
2013-12-18	61
2013-12-19	59
2013-12-20	48
2013-12-23	26
2013-12-24	18
2013-12-25	10
2013-12-26	18
2013-12-27	16
2013-12-30	24
2013-12-31	24
